# Single SKU Max Power Table
# |CCK 1~11 | |    OFDM 6 ~ 54      | |             HT20 MCS 0 ~ 16                 | |             HT40 MCS 0 ~ 16                 |
ch1 17.5 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16
ch2 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16
ch3 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16
ch4 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16
ch5 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16
ch6 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16
ch7 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16
ch8 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16
ch9 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16
ch10 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 
ch11 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16
ch12
ch13
ch14
#   OFDM 6 ~ 54              | |                       HT20 MCS 0 ~ 16                       | |                   HT40 MCS 0 ~ 16                             | |               VHT80 MCS 0 ~ 9             |
ch36 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 10 10 
ch38 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 10 10
ch40 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 10 10
ch42 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 10 10
ch44 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 10 10 
ch46 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 10 10 
ch48 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 10 10 
ch52 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 10 10
ch54 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 10 10 
ch56 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 10 10 
ch58 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 10 10 
ch60 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 10 10 
ch62 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 10 10 
ch64 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 10 10 
ch100 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 10 10
ch102 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 10 10
ch104 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 10 10
ch106 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 10 10
ch108 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 10 10
ch110 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 10 10
ch112 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 10 10
ch116 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 10 10
ch116 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 10 10
ch120 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 10 10
ch122 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 10 10
ch124 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 10 10
ch126 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 10 10
ch128 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 10 10
ch132 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 10 10
ch134 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 10 10
ch136 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 10 10
ch140 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 10 10
ch149 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 10 10
ch161 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 10 10
ch163 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 10 10
ch165 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 10 10
ch167 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 10 10
ch169 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 10 10
ch161 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 10 10
ch165 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 10 10
ch169 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 10 10
ch173 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 16 16 16 16 14 14 14 14 10 10
# End of line
